hero_id,hero_name,role,rank,input,region,winrate,pickrate,banrate
hanzo,Hanzo,DAMAGE,Gold,PC,Asia,48.7,4.2,0.2
hazard,Hazard,TANK,Gold,PC,Asia,50.1,2.5,0.6
illari,Illari,SUPPORT,Gold,PC,Asia,48.1,3.9,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Gold,PC,Asia,51.1,5.1,57.9
junker-queen,Junker Queen,TANK,Gold,PC,Asia,52.3,2.6,0.2
junkrat,Junkrat,DAMAGE,Gold,PC,Asia,51.2,5.7,0.8
juno,Juno,SUPPORT,Gold,PC,Asia,50.8,14.9,0.1
kiriko,Kiriko,SUPPORT,Gold,PC,Asia,45.8,41.8,0.9
lifeweaver,Lifeweaver,SUPPORT,Gold,PC,Asia,48.0,7.0,0.4
lucio,Lúcio,SUPPORT,Gold,PC,Asia,47.6,3.0,0.2
mauga,Mauga,TANK,Gold,PC,Asia,40.8,4.2,9.8
mei,Mei,DAMAGE,Gold,PC,Asia,50.8,7.7,4.6
mercy,Mercy,SUPPORT,Gold,PC,Asia,46.1,3.5,0.4
mizuki,Mizuki,SUPPORT,Gold,PC,Asia,50.6,13.5,5.6
moira,Moira,SUPPORT,Gold,PC,Asia,52.6,29.1,2.8
orisa,Orisa,TANK,Gold,PC,Asia,46.8,13.5,9.3
pharah,Pharah,DAMAGE,Gold,PC,Asia,52.6,4.3,53.7
ramattra,Ramattra,TANK,Gold,PC,Asia,47.6,7.9,5.4
reaper,Reaper,DAMAGE,Gold,PC,Asia,50.2,13.5,2.8
reinhardt,Reinhardt,TANK,Gold,PC,Asia,52.0,9.6,2.2
roadhog,Roadhog,TANK,Gold,PC,Asia,42.9,4.6,2.6
shion,Shion,DAMAGE,Gold,PC,Asia,49.0,9.3,0.5
sierra,Sierra,DAMAGE,Gold,PC,Asia,49.5,16.4,3.5
sigma,Sigma,TANK,Gold,PC,Asia,51.1,13.5,4.2
sojourn,Sojourn,DAMAGE,Gold,PC,Asia,45.4,13.0,0.1
soldier-76,Soldier: 76,DAMAGE,Gold,PC,Asia,49.2,11.8,0.1
sombra,Sombra,DAMAGE,Gold,PC,Asia,47.1,3.3,21.4
symmetra,Symmetra,DAMAGE,Gold,PC,Asia,52.9,4.4,8.4
torbjorn,Torbjörn,DAMAGE,Gold,PC,Asia,53.6,5.9,0.7
tracer,Tracer,DAMAGE,Gold,PC,Asia,49.1,9.6,2.6
vendetta,Vendetta,DAMAGE,Gold,PC,Asia,54.4,7.3,18.1
venture,Venture,DAMAGE,Gold,PC,Asia,53.3,2.2,0.3
widowmaker,Widowmaker,DAMAGE,Gold,PC,Asia,50.6,3.8,1.1
winston,Winston,TANK,Gold,PC,Asia,52.3,9.1,9.5
wrecking-ball,Wrecking Ball,TANK,Gold,PC,Asia,48.6,2.4,9.4
wuyang,Wuyang,SUPPORT,Gold,PC,Asia,52.3,12.7,0.4
zarya,Zarya,TANK,Gold,PC,Asia,46.0,4.6,45.7
zenyatta,Zenyatta,SUPPORT,Gold,PC,Asia,51.6,9.7,1.2
ana,Ana,SUPPORT,Gold,Console,Americas,48.5,19.3,6.3
anran,Anran,DAMAGE,Gold,Console,Americas,51.1,8.9,10.8
ashe,Ashe,DAMAGE,Gold,Console,Americas,51.4,13.9,1.7
baptiste,Baptiste,SUPPORT,Gold,Console,Americas,49.4,7.2,0.3
bastion,Bastion,DAMAGE,Gold,Console,Americas,48.3,20.7,11.5
brigitte,Brigitte,SUPPORT,Gold,Console,Americas,51.9,4.1,0.1
cassidy,Cassidy,DAMAGE,Gold,Console,Americas,48.2,9.9,1.1
dmon,D.Mon,TANK,Gold,Console,Americas,56.8,7.9,7.6
dva,D.Va,TANK,Gold,Console,Americas,48.6,10.5,7.2
domina,Domina,TANK,Gold,Console,Americas,49.9,4.6,5.6
doomfist,Doomfist,TANK,Gold,Console,Americas,51.8,3.9,5.2
echo,Echo,DAMAGE,Gold,Console,Americas,47.1,3.8,0.4
emre,Emre,DAMAGE,Gold,Console,Americas,46.6,7.3,0.2
freja,Freja,DAMAGE,Gold,Console,Americas,46.3,5.4,2.0
genji,Genji,DAMAGE,Gold,Console,Americas,51.7,6.0,2.3
hanzo,Hanzo,DAMAGE,Gold,Console,Americas,49.7,7.3,0.4
hazard,Hazard,TANK,Gold,Console,Americas,49.5,1.6,0.3
illari,Illari,SUPPORT,Gold,Console,Americas,49.0,7.0,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Gold,Console,Americas,49.4,9.1,22.9
junker-queen,Junker Queen,TANK,Gold,Console,Americas,51.5,3.6,0.3
junkrat,Junkrat,DAMAGE,Gold,Console,Americas,48.8,10.5,2.6
juno,Juno,SUPPORT,Gold,Console,Americas,52.0,29.5,0.7
kiriko,Kiriko,SUPPORT,Gold,Console,Americas,43.5,13.0,1.0
lifeweaver,Lifeweaver,SUPPORT,Gold,Console,Americas,47.3,14.7,0.4
lucio,Lúcio,SUPPORT,Gold,Console,Americas,50.3,7.8,0.5
mauga,Mauga,TANK,Gold,Console,Americas,44.5,5.0,35.0
mei,Mei,DAMAGE,Gold,Console,Americas,49.5,10.6,5.4
mercy,Mercy,SUPPORT,Gold,Console,Americas,48.2,20.6,13.9
mizuki,Mizuki,SUPPORT,Gold,Console,Americas,51.3,11.5,1.3
moira,Moira,SUPPORT,Gold,Console,Americas,50.0,37.6,6.6
orisa,Orisa,TANK,Gold,Console,Americas,48.5,17.0,24.4
pharah,Pharah,DAMAGE,Gold,Console,Americas,47.1,2.4,1.0
ramattra,Ramattra,TANK,Gold,Console,Americas,48.2,10.6,8.7
reaper,Reaper,DAMAGE,Gold,Console,Americas,52.1,11.4,2.1
reinhardt,Reinhardt,TANK,Gold,Console,Americas,52.8,11.3,2.7
roadhog,Roadhog,TANK,Gold,Console,Americas,45.5,6.1,9.5
shion,Shion,DAMAGE,Gold,Console,Americas,49.1,7.7,0.7
sierra,Sierra,DAMAGE,Gold,Console,Americas,50.5,15.2,33.3
sigma,Sigma,TANK,Gold,Console,Americas,48.4,9.3,4.4
sojourn,Sojourn,DAMAGE,Gold,Console,Americas,43.8,9.0,0.4
soldier-76,Soldier: 76,DAMAGE,Gold,Console,Americas,50.0,19.2,1.6
sombra,Sombra,DAMAGE,Gold,Console,Americas,51.4,2.3,85.2
symmetra,Symmetra,DAMAGE,Gold,Console,Americas,48.8,4.0,21.5
torbjorn,Torbjörn,DAMAGE,Gold,Console,Americas,52.4,9.8,5.0
tracer,Tracer,DAMAGE,Gold,Console,Americas,52.0,4.4,9.8
vendetta,Vendetta,DAMAGE,Gold,Console,Americas,51.9,3.2,0.7
venture,Venture,DAMAGE,Gold,Console,Americas,50.7,1.8,0.2
widowmaker,Widowmaker,DAMAGE,Gold,Console,Americas,48.5,5.3,8.4
winston,Winston,TANK,Gold,Console,Americas,49.7,2.8,1.0
wrecking-ball,Wrecking Ball,TANK,Gold,Console,Americas,48.4,1.9,3.6
wuyang,Wuyang,SUPPORT,Gold,Console,Americas,49.3,3.4,0.1
zarya,Zarya,TANK,Gold,Console,Americas,46.7,4.0,51.4
zenyatta,Zenyatta,SUPPORT,Gold,Console,Americas,52.7,15.1,1.7
ana,Ana,SUPPORT,Gold,Console,Europe,48.9,22.7,6.2
anran,Anran,DAMAGE,Gold,Console,Europe,51.2,7.1,6.1
ashe,Ashe,DAMAGE,Gold,Console,Europe,51.7,15.0,2.8
baptiste,Baptiste,SUPPORT,Gold,Console,Europe,51.4,9.1,0.4
bastion,Bastion,DAMAGE,Gold,Console,Europe,48.4,20.0,14.9
brigitte,Brigitte,SUPPORT,Gold,Console,Europe,52.2,3.3,0.1
cassidy,Cassidy,DAMAGE,Gold,Console,Europe,47.9,12.1,1.3
dmon,D.Mon,TANK,Gold,Console,Europe,55.8,5.7,4.4
dva,D.Va,TANK,Gold,Console,Europe,49.6,11.0,15.2
domina,Domina,TANK,Gold,Console,Europe,48.9,3.7,2.7
doomfist,Doomfist,TANK,Gold,Console,Europe,52.1,5.9,9.4
echo,Echo,DAMAGE,Gold,Console,Europe,46.9,2.9,0.3
emre,Emre,DAMAGE,Gold,Console,Europe,46.2,7.1,0.2
freja,Freja,DAMAGE,Gold,Console,Europe,46.9,4.9,1.9
genji,Genji,DAMAGE,Gold,Console,Europe,51.5,6.5,4.9
hanzo,Hanzo,DAMAGE,Gold,Console,Europe,50.0,8.6,0.6
hazard,Hazard,TANK,Gold,Console,Europe,50.6,1.4,0.3
illari,Illari,SUPPORT,Gold,Console,Europe,50.0,8.0,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Gold,Console,Europe,50.1,11.2,20.7
junker-queen,Junker Queen,TANK,Gold,Console,Europe,51.0,2.9,0.2
junkrat,Junkrat,DAMAGE,Gold,Console,Europe,49.4,9.7,1.8
juno,Juno,SUPPORT,Gold,Console,Europe,51.1,25.9,0.3
kiriko,Kiriko,SUPPORT,Gold,Console,Europe,43.7,15.8,0.9
lifeweaver,Lifeweaver,SUPPORT,Gold,Console,Europe,47.3,14.4,0.3
lucio,Lúcio,SUPPORT,Gold,Console,Europe,52.0,7.5,0.7
mauga,Mauga,TANK,Gold,Console,Europe,45.8,4.7,46.0
mei,Mei,DAMAGE,Gold,Console,Europe,49.7,8.1,3.3
mercy,Mercy,SUPPORT,Gold,Console,Europe,48.8,21.4,14.3
mizuki,Mizuki,SUPPORT,Gold,Console,Europe,51.4,10.0,0.7
moira,Moira,SUPPORT,Gold,Console,Europe,49.7,33.9,7.0
orisa,Orisa,TANK,Gold,Console,Europe,49.0,16.0,34.3
pharah,Pharah,DAMAGE,Gold,Console,Europe,48.7,2.5,2.8
ramattra,Ramattra,TANK,Gold,Console,Europe,47.4,9.5,6.7
reaper,Reaper,DAMAGE,Gold,Console,Europe,51.8,13.1,3.4
reinhardt,Reinhardt,TANK,Gold,Console,Europe,51.9,12.0,2.9
roadhog,Roadhog,TANK,Gold,Console,Europe,46.1,8.4,11.5
shion,Shion,DAMAGE,Gold,Console,Europe,48.3,6.5,0.4
sierra,Sierra,DAMAGE,Gold,Console,Europe,49.8,16.0,17.7
sigma,Sigma,TANK,Gold,Console,Europe,49.0,10.1,4.5
sojourn,Sojourn,DAMAGE,Gold,Console,Europe,44.6,9.5,0.5
soldier-76,Soldier: 76,DAMAGE,Gold,Console,Europe,50.1,22.9,2.6
sombra,Sombra,DAMAGE,Gold,Console,Europe,50.2,2.2,81.4
symmetra,Symmetra,DAMAGE,Gold,Console,Europe,49.0,3.2,7.1
torbjorn,Torbjörn,DAMAGE,Gold,Console,Europe,52.2,7.5,2.3
tracer,Tracer,DAMAGE,Gold,Console,Europe,52.0,5.1,11.5
vendetta,Vendetta,DAMAGE,Gold,Console,Europe,51.2,2.3,0.4
venture,Venture,DAMAGE,Gold,Console,Europe,47.9,1.2,0.1
widowmaker,Widowmaker,DAMAGE,Gold,Console,Europe,49.5,6.2,26.3
winston,Winston,TANK,Gold,Console,Europe,51.2,2.6,0.7
wrecking-ball,Wrecking Ball,TANK,Gold,Console,Europe,49.7,2.1,2.5
wuyang,Wuyang,SUPPORT,Gold,Console,Europe,48.7,3.3,0.1
zarya,Zarya,TANK,Gold,Console,Europe,46.4,4.1,46.8
zenyatta,Zenyatta,SUPPORT,Gold,Console,Europe,51.6,13.6,1.1
ana,Ana,SUPPORT,Gold,Console,Asia,48.5,37.1,5.4
anran,Anran,DAMAGE,Gold,Console,Asia,49.9,11.0,5.9
ashe,Ashe,DAMAGE,Gold,Console,Asia,51.6,13.4,0.6
baptiste,Baptiste,SUPPORT,Gold,Console,Asia,48.5,11.0,0.2
bastion,Bastion,DAMAGE,Gold,Console,Asia,49.2,14.9,4.6
brigitte,Brigitte,SUPPORT,Gold,Console,Asia,50.3,4.7,0.1
cassidy,Cassidy,DAMAGE,Gold,Console,Asia,45.8,14.9,1.4
dmon,D.Mon,TANK,Gold,Console,Asia,57.4,9.7,16.4
dva,D.Va,TANK,Gold,Console,Asia,49.2,8.2,7.3
domina,Domina,TANK,Gold,Console,Asia,49.7,3.8,1.7
doomfist,Doomfist,TANK,Gold,Console,Asia,49.0,5.2,5.4
echo,Echo,DAMAGE,Gold,Console,Asia,49.7,3.3,0.4
emre,Emre,DAMAGE,Gold,Console,Asia,48.7,6.6,0.1
freja,Freja,DAMAGE,Gold,Console,Asia,45.9,4.7,10.8
genji,Genji,DAMAGE,Gold,Console,Asia,49.5,6.3,0.8
hanzo,Hanzo,DAMAGE,Gold,Console,Asia,48.2,3.6,0.1
hazard,Hazard,TANK,Gold,Console,Asia,47.2,1.6,0.2
illari,Illari,SUPPORT,Gold,Console,Asia,51.8,6.6,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Gold,Console,Asia,51.3,7.3,51.7
junker-queen,Junker Queen,TANK,Gold,Console,Asia,50.0,2.7,0.1
junkrat,Junkrat,DAMAGE,Gold,Console,Asia,50.0,5.7,0.7
juno,Juno,SUPPORT,Gold,Console,Asia,52.4,29.2,0.1
kiriko,Kiriko,SUPPORT,Gold,Console,Asia,44.4,28.2,0.4
lifeweaver,Lifeweaver,SUPPORT,Gold,Console,Asia,46.8,6.9,0.3
lucio,Lúcio,SUPPORT,Gold,Console,Asia,49.2,4.1,0.1
mauga,Mauga,TANK,Gold,Console,Asia,45.1,5.0,15.3
mei,Mei,DAMAGE,Gold,Console,Asia,50.5,9.1,3.2
mercy,Mercy,SUPPORT,Gold,Console,Asia,45.5,3.8,0.4
mizuki,Mizuki,SUPPORT,Gold,Console,Asia,51.4,11.8,4.5
moira,Moira,SUPPORT,Gold,Console,Asia,51.4,29.1,4.9
orisa,Orisa,TANK,Gold,Console,Asia,48.8,17.8,13.5
pharah,Pharah,DAMAGE,Gold,Console,Asia,48.1,3.9,3.6
ramattra,Ramattra,TANK,Gold,Console,Asia,47.2,8.2,4.4
reaper,Reaper,DAMAGE,Gold,Console,Asia,51.1,13.7,1.7
reinhardt,Reinhardt,TANK,Gold,Console,Asia,50.9,8.2,2.2
roadhog,Roadhog,TANK,Gold,Console,Asia,41.2,4.5,1.8
shion,Shion,DAMAGE,Gold,Console,Asia,48.7,7.9,0.3
sierra,Sierra,DAMAGE,Gold,Console,Asia,49.7,18.7,5.5
sigma,Sigma,TANK,Gold,Console,Asia,50.5,12.4,4.8
sojourn,Sojourn,DAMAGE,Gold,Console,Asia,44.7,12.3,0.1
soldier-76,Soldier: 76,DAMAGE,Gold,Console,Asia,50.6,14.4,0.3
sombra,Sombra,DAMAGE,Gold,Console,Asia,52.3,2.3,84.2
symmetra,Symmetra,DAMAGE,Gold,Console,Asia,54.9,4.3,32.8
torbjorn,Torbjörn,DAMAGE,Gold,Console,Asia,53.0,9.4,2.4
tracer,Tracer,DAMAGE,Gold,Console,Asia,50.8,8.8,19.1
vendetta,Vendetta,DAMAGE,Gold,Console,Asia,49.3,4.6,2.0
venture,Venture,DAMAGE,Gold,Console,Asia,49.6,1.8,0.1
widowmaker,Widowmaker,DAMAGE,Gold,Console,Asia,50.1,4.6,3.1
winston,Winston,TANK,Gold,Console,Asia,51.0,5.7,4.6
wrecking-ball,Wrecking Ball,TANK,Gold,Console,Asia,50.4,2.6,14.5
wuyang,Wuyang,SUPPORT,Gold,Console,Asia,50.4,8.0,0.1
zarya,Zarya,TANK,Gold,Console,Asia,48.3,4.5,49.0
zenyatta,Zenyatta,SUPPORT,Gold,Console,Asia,51.4,12.4,1.7
ana,Ana,SUPPORT,Platinum,PC,Americas,49.8,31.3,13.4
anran,Anran,DAMAGE,Platinum,PC,Americas,52.0,7.9,29.9
ashe,Ashe,DAMAGE,Platinum,PC,Americas,51.2,12.6,2.3
baptiste,Baptiste,SUPPORT,Platinum,PC,Americas,48.5,8.3,0.2
bastion,Bastion,DAMAGE,Platinum,PC,Americas,46.6,13.6,6.6
brigitte,Brigitte,SUPPORT,Platinum,PC,Americas,50.4,4.5,0.1
cassidy,Cassidy,DAMAGE,Platinum,PC,Americas,46.6,18.3,6.7
dmon,D.Mon,TANK,Platinum,PC,Americas,58.1,9.7,24.4
dva,D.Va,TANK,Platinum,PC,Americas,45.7,4.9,2.5
domina,Domina,TANK,Platinum,PC,Americas,50.7,4.2,3.8
doomfist,Doomfist,TANK,Platinum,PC,Americas,52.3,6.8,21.2
echo,Echo,DAMAGE,Platinum,PC,Americas,49.1,3.4,0.4
emre,Emre,DAMAGE,Platinum,PC,Americas,47.7,6.4,0.2
freja,Freja,DAMAGE,Platinum,PC,Americas,46.4,5.0,19.3
genji,Genji,DAMAGE,Platinum,PC,Americas,52.9,10.8,5.0
hanzo,Hanzo,DAMAGE,Platinum,PC,Americas,50.9,7.9,1.3
hazard,Hazard,TANK,Platinum,PC,Americas,50.4,2.8,2.1
illari,Illari,SUPPORT,Platinum,PC,Americas,49.6,4.2,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Platinum,PC,Americas,50.7,5.9,45.3
junker-queen,Junker Queen,TANK,Platinum,PC,Americas,52.5,4.5,0.4
junkrat,Junkrat,DAMAGE,Platinum,PC,Americas,50.7,9.3,3.3
juno,Juno,SUPPORT,Platinum,PC,Americas,52.1,22.5,0.3
kiriko,Kiriko,SUPPORT,Platinum,PC,Americas,43.6,28.4,3.9
lifeweaver,Lifeweaver,SUPPORT,Platinum,PC,Americas,48.4,13.5,0.7
lucio,Lúcio,SUPPORT,Platinum,PC,Americas,51.4,4.7,0.4
mauga,Mauga,TANK,Platinum,PC,Americas,43.3,4.5,25.7
mei,Mei,DAMAGE,Platinum,PC,Americas,49.2,9.2,5.5
mercy,Mercy,SUPPORT,Platinum,PC,Americas,50.4,15.2,5.7
mizuki,Mizuki,SUPPORT,Platinum,PC,Americas,50.7,13.9,5.7
moira,Moira,SUPPORT,Platinum,PC,Americas,49.8,31.3,2.9
orisa,Orisa,TANK,Platinum,PC,Americas,44.2,10.6,8.0
pharah,Pharah,DAMAGE,Platinum,PC,Americas,51.6,3.7,5.0
ramattra,Ramattra,TANK,Platinum,PC,Americas,47.0,8.9,8.3
reaper,Reaper,DAMAGE,Platinum,PC,Americas,49.8,11.3,1.7
reinhardt,Reinhardt,TANK,Platinum,PC,Americas,52.8,13.3,1.8
roadhog,Roadhog,TANK,Platinum,PC,Americas,46.5,7.1,19.4
shion,Shion,DAMAGE,Platinum,PC,Americas,49.7,8.1,0.9
sierra,Sierra,DAMAGE,Platinum,PC,Americas,49.4,12.8,17.3
sigma,Sigma,TANK,Platinum,PC,Americas,48.8,9.4,3.1
sojourn,Sojourn,DAMAGE,Platinum,PC,Americas,45.1,10.5,1.2
soldier-76,Soldier: 76,DAMAGE,Platinum,PC,Americas,49.0,17.9,0.5
sombra,Sombra,DAMAGE,Platinum,PC,Americas,48.2,3.6,29.5
symmetra,Symmetra,DAMAGE,Platinum,PC,Americas,48.3,2.9,3.1
torbjorn,Torbjörn,DAMAGE,Platinum,PC,Americas,51.6,5.0,0.7
tracer,Tracer,DAMAGE,Platinum,PC,Americas,50.9,7.2,5.2
vendetta,Vendetta,DAMAGE,Platinum,PC,Americas,54.8,5.0,4.5
venture,Venture,DAMAGE,Platinum,PC,Americas,50.9,2.3,0.6
widowmaker,Widowmaker,DAMAGE,Platinum,PC,Americas,51.5,5.2,5.7
winston,Winston,TANK,Platinum,PC,Americas,50.7,6.1,4.1
wrecking-ball,Wrecking Ball,TANK,Platinum,PC,Americas,50.6,2.7,9.8
wuyang,Wuyang,SUPPORT,Platinum,PC,Americas,51.7,5.4,0.1
zarya,Zarya,TANK,Platinum,PC,Americas,45.3,4.6,46.1
zenyatta,Zenyatta,SUPPORT,Platinum,PC,Americas,52.1,11.0,2.4
ana,Ana,SUPPORT,Platinum,PC,Europe,49.7,33.2,13.2
anran,Anran,DAMAGE,Platinum,PC,Europe,51.6,7.4,27.2
ashe,Ashe,DAMAGE,Platinum,PC,Europe,51.5,14.2,1.9
baptiste,Baptiste,SUPPORT,Platinum,PC,Europe,48.7,8.0,0.2
bastion,Bastion,DAMAGE,Platinum,PC,Europe,46.3,13.8,8.1
brigitte,Brigitte,SUPPORT,Platinum,PC,Europe,51.2,3.7,0.1
cassidy,Cassidy,DAMAGE,Platinum,PC,Europe,46.8,18.1,5.7
dmon,D.Mon,TANK,Platinum,PC,Europe,58.0,8.8,20.7
dva,D.Va,TANK,Platinum,PC,Europe,46.2,5.3,5.0
domina,Domina,TANK,Platinum,PC,Europe,50.1,3.9,3.6
doomfist,Doomfist,TANK,Platinum,PC,Europe,51.8,6.7,25.9
echo,Echo,DAMAGE,Platinum,PC,Europe,49.1,3.2,0.4
emre,Emre,DAMAGE,Platinum,PC,Europe,47.3,6.0,0.2
freja,Freja,DAMAGE,Platinum,PC,Europe,47.3,5.1,19.3
genji,Genji,DAMAGE,Platinum,PC,Europe,52.8,11.5,8.0
hanzo,Hanzo,DAMAGE,Platinum,PC,Europe,50.4,9.5,2.5
hazard,Hazard,TANK,Platinum,PC,Europe,51.0,2.8,2.9
illari,Illari,SUPPORT,Platinum,PC,Europe,49.7,4.7,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Platinum,PC,Europe,51.0,6.3,45.5
junker-queen,Junker Queen,TANK,Platinum,PC,Europe,52.7,4.1,0.3
junkrat,Junkrat,DAMAGE,Platinum,PC,Europe,50.5,9.5,3.5
juno,Juno,SUPPORT,Platinum,PC,Europe,51.5,18.7,0.2
kiriko,Kiriko,SUPPORT,Platinum,PC,Europe,44.1,29.1,3.9
lifeweaver,Lifeweaver,SUPPORT,Platinum,PC,Europe,48.9,14.8,0.8
lucio,Lúcio,SUPPORT,Platinum,PC,Europe,52.1,4.5,0.5
mauga,Mauga,TANK,Platinum,PC,Europe,44.1,4.5,27.0
mei,Mei,DAMAGE,Platinum,PC,Europe,49.6,8.2,4.7
mercy,Mercy,SUPPORT,Platinum,PC,Europe,50.0,17.3,10.5
mizuki,Mizuki,SUPPORT,Platinum,PC,Europe,50.8,12.4,3.7
moira,Moira,SUPPORT,Platinum,PC,Europe,49.8,31.2,4.3
orisa,Orisa,TANK,Platinum,PC,Europe,44.7,11.0,11.1
pharah,Pharah,DAMAGE,Platinum,PC,Europe,52.2,4.0,11.3
ramattra,Ramattra,TANK,Platinum,PC,Europe,46.2,7.9,7.9
reaper,Reaper,DAMAGE,Platinum,PC,Europe,50.0,10.5,1.6
reinhardt,Reinhardt,TANK,Platinum,PC,Europe,52.6,14.1,2.1
roadhog,Roadhog,TANK,Platinum,PC,Europe,46.6,7.8,14.1
shion,Shion,DAMAGE,Platinum,PC,Europe,49.6,7.7,0.7
sierra,Sierra,DAMAGE,Platinum,PC,Europe,49.3,13.4,14.2
sigma,Sigma,TANK,Platinum,PC,Europe,49.0,10.0,3.7
sojourn,Sojourn,DAMAGE,Platinum,PC,Europe,45.8,10.3,0.9
soldier-76,Soldier: 76,DAMAGE,Platinum,PC,Europe,48.7,17.3,0.6
sombra,Sombra,DAMAGE,Platinum,PC,Europe,47.8,3.7,25.4
symmetra,Symmetra,DAMAGE,Platinum,PC,Europe,48.5,2.5,1.7
torbjorn,Torbjörn,DAMAGE,Platinum,PC,Europe,51.6,4.6,0.6
tracer,Tracer,DAMAGE,Platinum,PC,Europe,50.9,6.3,3.7
vendetta,Vendetta,DAMAGE,Platinum,PC,Europe,54.7,4.8,4.2
venture,Venture,DAMAGE,Platinum,PC,Europe,51.0,1.9,0.4
widowmaker,Widowmaker,DAMAGE,Platinum,PC,Europe,51.0,6.7,9.4
winston,Winston,TANK,Platinum,PC,Europe,51.7,5.3,4.0
wrecking-ball,Wrecking Ball,TANK,Platinum,PC,Europe,50.9,3.0,12.6
wuyang,Wuyang,SUPPORT,Platinum,PC,Europe,51.4,5.1,0.1
zarya,Zarya,TANK,Platinum,PC,Europe,46.2,4.7,44.3
zenyatta,Zenyatta,SUPPORT,Platinum,PC,Europe,52.1,11.0,2.3
ana,Ana,SUPPORT,Platinum,Console,Americas,48.5,22.9,9.5
anran,Anran,DAMAGE,Platinum,Console,Americas,51.1,8.6,13.4
ashe,Ashe,DAMAGE,Platinum,Console,Americas,51.6,14.6,2.9
baptiste,Baptiste,SUPPORT,Platinum,Console,Americas,50.3,8.8,0.3
bastion,Bastion,DAMAGE,Platinum,Console,Americas,47.1,17.8,12.6
brigitte,Brigitte,SUPPORT,Platinum,Console,Americas,52.4,4.7,0.1
cassidy,Cassidy,DAMAGE,Platinum,Console,Americas,47.7,12.9,2.4
dmon,D.Mon,TANK,Platinum,Console,Americas,57.5,8.7,9.4
dva,D.Va,TANK,Platinum,Console,Americas,49.8,8.9,10.5
domina,Domina,TANK,Platinum,Console,Americas,49.5,4.5,4.7
doomfist,Doomfist,TANK,Platinum,Console,Americas,51.4,5.4,6.3
echo,Echo,DAMAGE,Platinum,Console,Americas,48.6,3.5,0.2
emre,Emre,DAMAGE,Platinum,Console,Americas,46.5,7.7,0.2
freja,Freja,DAMAGE,Platinum,Console,Americas,46.1,5.1,3.0
genji,Genji,DAMAGE,Platinum,Console,Americas,51.6,7.0,2.5
hanzo,Hanzo,DAMAGE,Platinum,Console,Americas,50.6,6.8,0.3
hazard,Hazard,TANK,Platinum,Console,Americas,50.1,1.8,0.5
illari,Illari,SUPPORT,Platinum,Console,Americas,49.5,6.8,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Platinum,Console,Americas,49.5,10.4,19.6
junker-queen,Junker Queen,TANK,Platinum,Console,Americas,51.0,3.8,0.3
junkrat,Junkrat,DAMAGE,Platinum,Console,Americas,50.1,9.2,1.6
juno,Juno,SUPPORT,Platinum,Console,Americas,52.1,28.5,0.4
kiriko,Kiriko,SUPPORT,Platinum,Console,Americas,42.9,13.5,1.5
lifeweaver,Lifeweaver,SUPPORT,Platinum,Console,Americas,47.5,15.7,0.5
lucio,Lúcio,SUPPORT,Platinum,Console,Americas,51.9,6.8,0.5
mauga,Mauga,TANK,Platinum,Console,Americas,45.7,4.9,41.9
mei,Mei,DAMAGE,Platinum,Console,Americas,49.1,10.2,4.0
mercy,Mercy,SUPPORT,Platinum,Console,Americas,49.4,18.2,13.0
mizuki,Mizuki,SUPPORT,Platinum,Console,Americas,50.7,12.0,2.5
moira,Moira,SUPPORT,Platinum,Console,Americas,48.9,34.0,3.6
orisa,Orisa,TANK,Platinum,Console,Americas,47.7,14.7,24.0
pharah,Pharah,DAMAGE,Platinum,Console,Americas,49.4,1.9,0.6
ramattra,Ramattra,TANK,Platinum,Console,Americas,46.8,9.7,7.8
reaper,Reaper,DAMAGE,Platinum,Console,Americas,51.0,12.0,1.8
reinhardt,Reinhardt,TANK,Platinum,Console,Americas,52.3,11.7,2.0
roadhog,Roadhog,TANK,Platinum,Console,Americas,46.5,7.3,12.9
shion,Shion,DAMAGE,Platinum,Console,Americas,49.8,7.4,0.6
sierra,Sierra,DAMAGE,Platinum,Console,Americas,49.5,13.6,25.1
sigma,Sigma,TANK,Platinum,Console,Americas,47.6,8.4,3.2
sojourn,Sojourn,DAMAGE,Platinum,Console,Americas,44.4,8.8,0.6
soldier-76,Soldier: 76,DAMAGE,Platinum,Console,Americas,50.1,21.6,1.9
sombra,Sombra,DAMAGE,Platinum,Console,Americas,52.1,2.9,80.2
symmetra,Symmetra,DAMAGE,Platinum,Console,Americas,48.1,3.7,17.5
torbjorn,Torbjörn,DAMAGE,Platinum,Console,Americas,51.3,8.8,4.3
tracer,Tracer,DAMAGE,Platinum,Console,Americas,52.1,5.3,9.6
vendetta,Vendetta,DAMAGE,Platinum,Console,Americas,52.1,3.0,0.5
venture,Venture,DAMAGE,Platinum,Console,Americas,50.8,1.9,0.2
widowmaker,Widowmaker,DAMAGE,Platinum,Console,Americas,51.2,5.6,8.6
winston,Winston,TANK,Platinum,Console,Americas,49.8,3.3,0.9
wrecking-ball,Wrecking Ball,TANK,Platinum,Console,Americas,50.6,2.3,3.5
